"","sample.name","file","Sequencing_facility","Sample_type","LibraryKit","Sequencing_platform","Sequencing_lane","Origin","Technical_dup","Target_species","Init_read_count","Init_q30_perc","Quality_trimmed_read_count","MIN_NREADS_10M_filter","Duplicate_removed_reads_count","Mapped_reads_count","Mapping_Perc","MIN_MAPPERC_80_NMAP_10M_filter","Primary_Mapped_reads_count","Properly_Paired_reads_count"
"1012","NC1-1","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC1-1_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",38839652,95.59,38481320,"PASS",34723790,36285108,97.0398507529666,"PASS","29893903","25899028"
"1013","NC1-10","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC1-10_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",35734916,94.62,35362525,"PASS",27552020,27236986,72.3887826856638,"FAIL","24646206","21563016"
"1014","NC1-11","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC1-11_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",40412918,95.23,39890371,"PASS",35729777,25929706,94.1118146691241,"PASS","24156740","21661850"
"1015","NC1-12","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC1-12_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",46509930,95.07,46034208,"PASS",37625976,33075092,92.9690623994243,"PASS","33460079","29677592"
"1016","NC1-13","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC1-13_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",43924978,95.21,43511547,"PASS",35576450,28281204,96.0308029795989,"PASS","32082798","28188206"
"1017","NC1-14","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC1-14_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",39396038,94.13,39018920,"PASS",29593342,28432950,96.0788747685206,"PASS","27024051","23380728"
"1018","NC1-15","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC1-15_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",39559438,93.31,39184638,"PASS",29450138,25165536,95.7816840699022,"PASS","26814353","23256542"
"1019","NC1-16","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC1-16_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",42682584,94.49,42234523,"PASS",33075436,31235558,94.4373280521533,"PASS","27878520","24185424"
"1020","NC1-17","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC1-17_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",33639138,94.93,33325343,"PASS",26273850,32072467,89.7639719385878,"PASS","23958859","21141216"
"1021","NC1-18","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC1-18_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",35935966,93.94,35611323,"PASS",26761318,30121825,94.0076148420542,"PASS","23970445","20517088"
"1022","NC1-19","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC1-19_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",39815644,95.06,39505358,"PASS",30217935,29168537,93.5715104889878,"PASS","27012077","23564136"
"1023","NC1-2","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC1-2_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",33913352,95.3,33502617,"PASS",27185750,33405671,94.2552807220264,"PASS","24919535","22533622"
"1024","NC1-20","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC1-20_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",48775140,94.29,48402044,"PASS",37391966,25296200,94.5252397508972,"PASS","34439157","29359244"
"1025","NC1-21","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC1-21_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",42186764,94.86,41807195,"PASS",31172455,29227416,94.6729435983123,"PASS","28033547","24576976"
"1026","NC1-22","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC1-22_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",37388768,94.1,37066781,"PASS",28489140,31297564,90.1329146386382,"PASS","26043156","22272652"
"1027","NC1-23","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC1-23_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",40579136,94.93,40247476,"PASS",32041899,28475681,94.2343710779707,"PASS","28657781","25301328"
"1028","NC1-24","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC1-24_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",39656116,95.08,39332967,"PASS",30871984,27463016,96.3981924340292,"PASS","27422557","24069702"
"1029","NC1-25","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC1-25_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",43860384,94.12,43278541,"PASS",33120474,29684461,95.1401033570083,"PASS","29190453","25447038"
"1030","NC1-3","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC1-3_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",43495020,93.69,43016168,"PASS",32479132,35334173,96.2667881996905,"PASS","29796861","25743626"
"1031","NC1-4","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC1-4_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",48567312,94.28,47961658,"PASS",36704427,38876152,94.2377693302299,"PASS","33592198","29502744"
"1032","NC1-5","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC1-5_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",47102376,95.56,45987572,"PASS",41253260,23425527,96.0791168811333,"PASS","37235545","34240290"
"1033","NC1-6","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC1-6_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",39466128,95.64,38990773,"PASS",35441697,32028378,96.7026558859031,"PASS","31950814","28487138"
"1034","NC1-7","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC1-7_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",42836670,94.41,42507628,"PASS",31200787,30116616,92.7260494523068,"PASS","28110872","24200364"
"1035","NC1-8","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC1-8_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",38912406,87.62,38466284,"PASS",24381497,26160052,96.227074846197,"PASS","22339845","19621880"
"1036","NC1-9","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC1-9_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",49547828,93.95,49126058,"PASS",36543957,30499349,83.4593500643622,"PASS","31935347","27286130"
"1037","NC2-1","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC2-1_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",35133554,90.07,34867165,"PASS",22957622,36962859,96.652611022864,"PASS","20114172","17737262"
"1038","NC2-10","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC2-10_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",46605102,92.68,46254818,"PASS",35095674,30038045,95.3159626772468,"PASS","31510723","28177760"
"1039","NC2-11","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC2-11_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",39180958,94.56,38737955,"PASS",31514181,35116667,93.4106472017145,"PASS","28588826","25577366"
"1040","NC2-12","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC2-12_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",38373526,94.24,38028011,"PASS",28371276,26827046,94.5570653924765,"PASS","25436853","21909194"
"1041","NC2-13","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC2-13_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",48806270,94.24,48324959,"PASS",37593859,33426607,92.1625686647056,"PASS","33284203","29023902"
"1042","NC2-14","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC2-14_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",40843008,94.74,40465575,"PASS",30667681,18840829,90.2591478100496,"PASS","28118608","24451544"
"1043","NC2-15","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC2-15_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",45114896,86.11,43842767,"PASS",20874149,33138266,94.4226516350705,"PASS","17817376","15393116"
"1044","NC2-16","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC2-16_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",49035286,92.56,48410091,"PASS",36269179,29677869,96.7724589283422,"PASS","28666926","25538102"
"1045","NC2-17","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC2-17_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",45560998,94.49,44870941,"PASS",36726620,33546368,91.340744125106,"PASS","31922286","28388526"
"1046","NC2-18","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC2-18_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",47736232,94.41,47083330,"PASS",38243001,21160656,92.1726823448875,"PASS","34021072","30446704"
"1047","NC2-19","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC2-19_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",37243700,92.75,36890148,"PASS",28664529,27224693,94.9769417107813,"PASS","25972528","22329754"
"1048","NC2-2","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC2-2_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",35922208,87.28,35590074,"PASS",20433222,25704583,86.828264553344,"PASS","18384156","16089122"
"1049","NC2-20","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC2-20_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",38421554,92.74,38091946,"PASS",28888146,17363635,45.7259469260808,"FAIL","26039461","22830088"
"1050","NC2-22","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC2-22_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",48697962,93.37,48098157,"PASS",37973265,27363022,94.7205888532964,"PASS","34895978","30236380"
"1051","NC2-23","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC2-23_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",39197250,90.61,38786129,"PASS",25535012,39017913,93.8705010029789,"PASS","23001501","20124684"
"1052","NC2-24","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC2-24_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",47737782,94.36,47134128,"PASS",41565681,24220820,94.8533723030951,"PASS","19707281","18018764"
"1053","NC2-25","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC2-25_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",44628624,88.8,44099763,"PASS",26030819,23950742,91.1763377971428,"PASS","23934859","21182536"
"1054","NC2-3","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC2-3_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",40914152,93.93,40608801,"PASS",32221743,25178721,96.7265801356461,"PASS","18937088","16610990"
"1055","NC2-4","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC2-4_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",45303274,87.64,44444437,"PASS",26268594,30860707,95.7760323518191,"PASS","22817788","20501116"
"1056","NC2-5","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC2-5_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",43414192,92.17,43116123,"PASS",29603935,35506300,95.6218768164933,"PASS","26688437","22805618"
"1057","NC2-6","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC2-6_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",45924956,90.95,45414298,"PASS",32678949,20624893,63.1136974447985,"FAIL","27349501","24246578"
"1058","NC2-7","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC2-7_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",48908068,94.3,48340503,"PASS",37131984,19410894,94.9967361975512,"PASS","33700503","29333330"
"1059","NC2-8","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC2-8_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",47027424,93.96,46597704,"PASS",36661424,32597559,86.6220000269452,"PASS","25582876","21850924"
"1060","NC2-9","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC2-9_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",42067468,95.18,41678597,"PASS",37631963,25567127,95.197408254405,"PASS","25278529","22143680"
"1061","NC3-1","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC3-1_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",42936618,95.49,42579746,"PASS",40244264,39318724,97.700193995348,"PASS","37740696","32935506"
"1062","NC3-10","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC3-10_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",41308134,95.44,40922789,"PASS",36235663,34748850,94.7831431752351,"PASS","29728740","25665620"
"1063","NC3-11","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC3-11_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",47801888,93.85,47276134,"PASS",35613904,30604227,95.5554493974984,"PASS","32291327","27959502"
"1064","NC3-12","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC3-12_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",49274340,94.83,48773154,"PASS",39321263,28328455,72.0436039910519,"FAIL","35511968","30982790"
"1065","NC3-13","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC3-13_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",43633618,94.45,43219341,"PASS",32027715,26170894,73.4850467390489,"FAIL","28994295","25049700"
"1066","NC3-14","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC3-14_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",38106822,91.6,37748454,"PASS",26856957,34701011,95.7648022060477,"PASS","24246096","21224936"
"1067","NC3-18","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC3-18_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",36001192,94.75,35729438,"PASS",26624258,24922274,93.6073936783515,"PASS","23579536","20434638"
"1068","NC3-19","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC3-19_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",45890478,95.18,45495817,"PASS",36956669,30355197,94.8660531587097,"PASS","33855481","29559292"
"1069","NC3-2","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC3-2_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",34393442,93.48,34098249,"PASS",25165727,26586452,95.1615202075378,"PASS","23187962","20120444"
"1070","NC3-20","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC3-20_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",42342410,93.99,41895991,"PASS",31997955,24353230,95.4369925071323,"PASS","28762609","24676576"
"1071","NC3-21","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC3-21_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",37578410,94.45,37232286,"PASS",27938238,31861287,96.546437672777,"PASS","25146401","21565276"
"1072","NC3-22","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC3-22_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",36492316,92.82,36207933,"PASS",25517600,33272071,94.1957299404673,"PASS","23081660","20112566"
"1073","NC3-23","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC3-23_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",44616220,93.8,44084143,"PASS",33000997,35600795,96.3311790897605,"PASS","30161930","26074466"
"1074","NC3-25","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC3-25_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",45456166,94.62,44880654,"PASS",35322271,24415579,97.0191681726501,"PASS","31586476","27705542"
"1075","NC3-3","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC3-3_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",38340472,95.65,37854990,"PASS",33763684,29830393,92.1655893816011,"PASS","31336058","27107108"
"1076","NC3-4","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC3-4_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",47962848,93.5,47640815,"PASS",35142798,31373424,95.3563226104587,"PASS","31868405","27652602"
"1077","NC3-5","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC3-5_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",46529476,94.56,46024916,"PASS",36350105,32401145,95.2149423404269,"PASS","33009974","28747022"
"1078","NC3-6","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC3-6_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",44278816,95.01,43924753,"PASS",32901252,33558570,95.492026559752,"PASS","29730540","25707592"
"1079","NC3-7","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC3-7_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",37339168,94.45,36863913,"PASS",32366085,34756025,95.6146481557619,"PASS","28558491","25449576"
"1080","NC3-8","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC3-8_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",39236826,91.08,38938189,"PASS",25927878,25084810,96.7484111117771,"PASS","23716027","20170966"
"1081","NC3-9","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC3-9_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",44616142,94.24,44101743,"PASS",34029475,32811564,97.1800470588458,"PASS","30768632","26804270"
"1082","NC4-1","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC4-1_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",36504004,94.05,36152421,"PASS",28241580,26941660,95.3971413780674,"PASS","23484278","20907666"
"1083","NC4-10","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC4-10_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",33596932,93.25,33331083,"PASS",25863425,24344609,94.1275527119861,"PASS","23143301","20049232"
"1084","NC4-11","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC4-11_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",46813850,94.43,46226665,"PASS",36926883,34468294,94.4268575876626,"PASS","33446190","29395618"
"1085","NC4-12","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC4-12_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",49252346,94.81,48596216,"PASS",40171503,31299536,93.1308133606434,"PASS","37117484","33366776"
"1086","NC4-13","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC4-13_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",45354246,93.04,44949533,"PASS",33608142,35187685,95.2901575797773,"PASS","29663473","25361032"
"1087","NC4-14","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC4-14_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",47228052,94.48,46905530,"PASS",36111644,30370120,96.159298187444,"PASS","32108729","27439564"
"1088","NC4-15","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC4-15_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",40113280,94.87,39819149,"PASS",29428596,39007611,97.1026924235322,"PASS","26891031","23324054"
"1089","NC4-16","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC4-16_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",39061398,95.02,38764166,"PASS",29817688,25667932,87.2210553299926,"PASS","24626498","21240348"
"1090","NC4-17","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC4-17_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",48502650,94.24,48139724,"PASS",36502638,28773010,96.4964486850892,"PASS","32667361","28126518"
"1091","NC4-18","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC4-18_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",45075926,92.48,44565653,"PASS",31583134,33955796,94.0300474827455,"PASS","28762445","24696016"
"1092","NC4-19","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC4-19_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",48892218,94.17,48440597,"PASS",37332081,23551004,87.0144826568501,"PASS","33678645","29439512"
"1093","NC4-2","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC4-2_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",47839830,95.13,47065332,"PASS",41221472,32055003,97.5979786335499,"PASS","37578731","34437408"
"1094","NC4-20","/tgt_bck2/data_lecellier/WGS_NC_data/HN00216654_hdd1/RawData//NC4-20_1.fastq.gz","Macrogen","gDNA","Truseq Nano DNA kit","NovaseqX","L1","Aspath_NC",FALSE,"Aspat",36417426,95.48,36074393,"PASS",33991856,33143753,97.4924452645877,"PASS","31599873","27447624"
